Project_ID,Phase_Num,Phase_Name,Cumulative_Delay_Days,Cumulative_Cost_Overrun_Cr,Project_Type,Voltage_Level,Project_Location,Project_Size,Contract_Type,Planned_Duration,Total_Budget_Cr,Start_Date,Engg_%Complete,Engg_Planned_Days,Engg_Actual_Days,Engg_Planned_Cost_Cr,Engg_Actual_Cost_Cr,DPR_Status,Design_Changes,ROW_%Complete,ROW_Planned_Days,ROW_Actual_Days,ROW_Planned_Cost_Cr,ROW_Actual_Cost_Cr,Forest_Clearance,Statutory_Approvals,Supply_%Complete,Supply_Planned_Days,Supply_Actual_Days,Supply_Planned_Cost_Cr,Supply_Actual_Cost_Cr,Orders_Placed,Equip_Delivery_Status,Civil_%Complete,Civil_Planned_Days,Civil_Actual_Days,Civil_Planned_Cost_Cr,Civil_Actual_Cost_Cr,Foundations_Complete,Site_Access,Erection_%Complete,Erection_Planned_Days,Erection_Actual_Days,Erection_Planned_Cost_Cr,Erection_Actual_Cost_Cr,Towers_Erected_Pct,Structures_Complete,Stringing_%Complete,Stringing_Planned_Days,Stringing_Actual_Days,Stringing_Planned_Cost_Cr,Stringing_Actual_Cost_Cr,Conductor_Strung_Pct,Terrain_Type,Testing_%Complete,Testing_Planned_Days,Testing_Actual_Days,Testing_Planned_Cost_Cr,Testing_Actual_Cost_Cr,Trial_Run_Status,DOCO_Date,
System strengthening for WR : Dhule–Dhule (Mah) 400 kV D/C line,6,Stringing/Cabling,39,63,Line,400kV,"Maharashtra, Dhule",50,EPC,24,250,01-01-2024,100,90,88,25,26,Approved,0,100,150,165,37.5,52,1,Complete,100,60,62,62.5,67,1,OnTime,100,90,105,37.5,48,98,1,100,120,128,50,55,96,1,100,75,76,25,26,98,Flat,,,,,,,,
System strengthening for WR : Dhule–Dhule (Mah) 400 kV D/C line,7,Testing & Commissioning,40,64,Line,400kV,"Maharashtra, Dhule",50,EPC,24,250,01-01-2024,100,90,88,25,26,Approved,0,100,150,165,37.5,52,1,Complete,100,60,62,62.5,67,1,OnTime,100,90,105,37.5,48,98,1,100,120,128,50,55,96,1,100,75,76,25,26,98,Flat,100,45,46,12.5,13,Successful,15-02-2026,
System strengthening for WR : Dhule–Vadodara 765 kV S/C line,1,Planning/Engineering,-2,2,Line,765kV,"Maharashtra, Dhule; Gujarat, Vadodara",260,EPC,24,320,01-01-2024,100,90,88,32,34,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System strengthening for WR : Dhule–Vadodara 765 kV S/C line,2,Approvals & ROW,28,69,Line,765kV,"Maharashtra, Dhule; Gujarat, Vadodara",260,EPC,24,320,01-01-2024,100,90,88,32,34,Approved,0,100,150,180,48,65,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System strengthening for WR : Dhule–Vadodara 765 kV S/C line,3,Procurement/Supply,33,125,Line,765kV,"Maharashtra, Dhule; Gujarat, Vadodara",260,EPC,24,320,01-01-2024,100,90,88,32,34,Approved,0,100,150,180,48,65,1,Complete,100,70,75,80,88,1,Delayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System strengthening for WR : Dhule–Vadodara 765 kV S/C line,4,Site Preparation/Civil,53,193,Line,765kV,"Maharashtra, Dhule; Gujarat, Vadodara",260,EPC,24,320,01-01-2024,100,90,88,32,34,Approved,0,100,150,180,48,65,1,Complete,100,70,75,80,88,1,Delayed,100,90,110,48,60,98,1,,,,,,,,,,,,,,,,,,,,,,
System strengthening for WR : Dhule–Vadodara 765 kV S/C line,5,Erection/Construction,68,261,Line,765kV,"Maharashtra, Dhule; Gujarat, Vadodara",260,EPC,24,320,01-01-2024,100,90,88,32,34,Approved,0,100,150,180,48,65,1,Complete,100,70,75,80,88,1,Delayed,100,90,110,48,60,98,1,100,120,135,64,72,97,1,,,,,,,,,,,,,,,
System strengthening for WR : Dhule–Vadodara 765 kV S/C line,6,Stringing/Cabling,70,275,Line,765kV,"Maharashtra, Dhule; Gujarat, Vadodara",260,EPC,24,320,01-01-2024,100,90,88,32,34,Approved,0,100,150,180,48,65,1,Complete,100,70,75,80,88,1,Delayed,100,90,110,48,60,98,1,100,120,135,64,72,97,1,100,80,82,32,34,99,Flat,,,,,,,,
System strengthening for WR : Dhule–Vadodara 765 kV S/C line,7,Testing & Commissioning,71,292,Line,765kV,"Maharashtra, Dhule; Gujarat, Vadodara",260,EPC,24,320,01-01-2024,100,90,88,32,34,Approved,0,100,150,180,48,65,1,Complete,100,70,75,80,88,1,Delayed,100,90,110,48,60,98,1,100,120,135,64,72,97,1,100,80,82,32,34,99,Flat,100,45,46,16,17,Successful,15-12-2025,
System strengthening for WR : Jabalpur–Bhopal 765 kV S/C line,1,Planning/Engineering,-2,3,Line,765kV,"Madhya Pradesh, Jabalpur-Bhopal",250,EPC,24,350,01-01-2024,100,90,88,35,38,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System strengthening for WR : Jabalpur–Bhopal 765 kV S/C line,2,Approvals & ROW,43,88,Line,765kV,"Madhya Pradesh, Jabalpur-Bhopal",250,EPC,24,350,01-01-2024,100,90,88,35,38,Approved,0,100,150,195,52.5,85,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System strengthening for WR : Jabalpur–Bhopal 765 kV S/C line,3,Procurement/Supply,45,96,Line,765kV,"Madhya Pradesh, Jabalpur-Bhopal",250,EPC,24,350,01-01-2024,100,90,88,35,38,Approved,0,100,150,195,52.5,85,1,Complete,100,70,72,87.5,95,1,Delayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System strengthening for WR : Jabalpur–Bhopal 765 kV S/C line,4,Site Preparation/Civil,67,112,Line,765kV,"Madhya Pradesh, Jabalpur-Bhopal",250,EPC,24,350,01-01-2024,100,90,88,35,38,Approved,0,100,150,195,52.5,85,1,Complete,100,70,72,87.5,95,1,Delayed,100,90,112,52.5,68,98,1,,,,,,,,,,,,,,,,,,,,,,
System strengthening for WR : Jabalpur–Bhopal 765 kV S/C line,5,Erection/Construction,82,130,Line,765kV,"Madhya Pradesh, Jabalpur-Bhopal",250,EPC,24,350,01-01-2024,100,90,88,35,38,Approved,0,100,150,195,52.5,85,1,Complete,100,70,72,87.5,95,1,Delayed,100,90,112,52.5,68,98,1,100,120,135,70,78,97,1,,,,,,,,,,,,,,,
System strengthening for WR : Jabalpur–Bhopal 765 kV S/C line,6,Stringing/Cabling,84,132,Line,765kV,"Madhya Pradesh, Jabalpur-Bhopal",250,EPC,24,350,01-01-2024,100,90,88,35,38,Approved,0,100,150,195,52.5,85,1,Complete,100,70,72,87.5,95,1,Delayed,100,90,112,52.5,68,98,1,100,120,135,70,78,97,1,100,80,82,35,37,99,Forest,,,,,,,,
System strengthening for WR : Jabalpur–Bhopal 765 kV S/C line,7,Testing & Commissioning,85,133,Line,765kV,"Madhya Pradesh, Jabalpur-Bhopal",250,EPC,24,350,01-01-2024,100,90,88,35,38,Approved,0,100,150,195,52.5,85,1,Complete,100,70,72,87.5,95,1,Delayed,100,90,112,52.5,68,98,1,100,120,135,70,78,97,1,100,80,82,35,37,99,Forest,100,45,46,17.5,18,Successful,15-10-2025,
Transmission System Associated with Krishnapattnam UMPP – Part B : Raichur–Sholapur 765 kV S/C line-1,1,Planning/Engineering,-5,-7,Line,765kV,"Karnataka, Raichur; Maharashtra, Solapur",208,TBCB,24,1300,01-01-2012,100,90,85,130,123,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission System Associated with Krishnapattnam UMPP – Part B : Raichur–Sholapur 765 kV S/C line-1,2,Approvals & ROW,40,172,Line,765kV,"Karnataka, Raichur; Maharashtra, Solapur",208,TBCB,24,1300,01-01-2012,100,90,85,130,123,Approved,0,100,150,195,195,312,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission System Associated with Krishnapattnam UMPP – Part B : Raichur–Sholapur 765 kV S/C line-1,3,Procurement/Supply,43,198,Line,765kV,"Karnataka, Raichur; Maharashtra, Solapur",208,TBCB,24,1300,01-01-2012,100,90,85,130,123,Approved,0,100,150,195,195,312,1,Complete,100,75,78,325,351,1,Delayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission System Associated with Krishnapattnam UMPP – Part B : Raichur–Sholapur 765 kV S/C line-1,4,Site Preparation/Civil,65,263,Line,765kV,"Karnataka, Raichur; Maharashtra, Solapur",208,TBCB,24,1300,01-01-2012,100,90,85,130,123,Approved,0,100,150,195,195,312,1,Complete,100,75,78,325,351,1,Delayed,100,90,112,195,260,98,1,,,,,,,,,,,,,,,,,,,,,,
Transmission System Associated with Krishnapattnam UMPP – Part B : Raichur–Sholapur 765 kV S/C line-1,5,Erection/Construction,80,302,Line,765kV,"Karnataka, Raichur; Maharashtra, Solapur",208,TBCB,24,1300,01-01-2012,100,90,85,130,123,Approved,0,100,150,195,195,312,1,Complete,100,75,78,325,351,1,Delayed,100,90,112,195,260,98,1,100,120,135,260,299,97,1,,,,,,,,,,,,,,,
Transmission System Associated with Krishnapattnam UMPP – Part B : Raichur–Sholapur 765 kV S/C line-1,6,Stringing/Cabling,82,315,Line,765kV,"Karnataka, Raichur; Maharashtra, Solapur",208,TBCB,24,1300,01-01-2012,100,90,85,130,123,Approved,0,100,150,195,195,312,1,Complete,100,75,78,325,351,1,Delayed,100,90,112,195,260,98,1,100,120,135,260,299,97,1,100,80,82,130,143,99,Flat,,,,,,,,
Transmission System Associated with Krishnapattnam UMPP – Part B : Raichur–Sholapur 765 kV S/C line-1,7,Testing & Commissioning,83,320,Line,765kV,"Karnataka, Raichur; Maharashtra, Solapur",208,TBCB,24,1300,01-01-2012,100,90,85,130,123,Approved,0,100,150,195,195,312,1,Complete,100,75,78,325,351,1,Delayed,100,90,112,195,260,98,1,100,120,135,260,299,97,1,100,80,82,130,143,99,Flat,100,45,46,65,70,Successful,04-07-2014,
Transmission system for Strengthening in Southern Region for import of Power from ER : Srikakulam PP – Vemagiri-II Pooling Station 765 kV D/C line,1,Planning/Engineering,-2,-8,Line,765kV,"Andhra Pradesh, Srikakulam",668,TBCB,30,3200,01-07-2025,100,90,88,320,312,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system for Strengthening in Southern Region for import of Power from ER : Srikakulam PP – Vemagiri-II Pooling Station 765 kV D/C line,2,Approvals & ROW,13,304,Line,765kV,"Andhra Pradesh, Srikakulam",668,TBCB,30,3200,01-07-2025,100,90,88,320,312,Approved,0,100,150,165,480,624,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system for Strengthening in Southern Region for import of Power from ER : Srikakulam PP – Vemagiri-II Pooling Station 765 kV D/C line,3,Procurement/Supply,16,444,Line,765kV,"Andhra Pradesh, Srikakulam",668,TBCB,30,3200,01-07-2025,100,90,88,320,312,Approved,0,100,150,165,480,624,1,Complete,100,75,78,800,840,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transmission system for Strengthening in Southern Region for import of Power from ER : Srikakulam PP – Vemagiri-II Pooling Station 765 kV D/C line,4,Site Preparation/Civil,31,700,Line,765kV,"Andhra Pradesh, Srikakulam",668,TBCB,30,3200,01-07-2025,100,90,88,320,312,Approved,0,100,150,165,480,624,1,Complete,100,75,78,800,840,1,OnTime,100,90,105,480,576,95,1,,,,,,,,,,,,,,,,,,,,,,
Transmission system for Strengthening in Southern Region for import of Power from ER : Srikakulam PP – Vemagiri-II Pooling Station 765 kV D/C line,5,Erection/Construction,43,948,Line,765kV,"Andhra Pradesh, Srikakulam",668,TBCB,30,3200,01-07-2025,100,90,88,320,312,Approved,0,100,150,165,480,624,1,Complete,100,75,78,800,840,1,OnTime,100,90,105,480,576,95,1,100,120,132,640,704,96,1,,,,,,,,,,,,,,,
Transmission system for Strengthening in Southern Region for import of Power from ER : Srikakulam PP – Vemagiri-II Pooling Station 765 kV D/C line,6,Stringing/Cabling,45,1080,Line,765kV,"Andhra Pradesh, Srikakulam",668,TBCB,30,3200,01-07-2025,100,90,88,320,312,Approved,0,100,150,165,480,624,1,Complete,100,75,78,800,840,1,OnTime,100,90,105,480,576,95,1,100,120,132,640,704,96,1,100,80,82,320,352,98,Flat,,,,,,,,
Transmission system for Strengthening in Southern Region for import of Power from ER : Srikakulam PP – Vemagiri-II Pooling Station 765 kV D/C line,7,Testing & Commissioning,46,1248,Line,765kV,"Andhra Pradesh, Srikakulam",668,TBCB,30,3200,01-07-2025,100,90,88,320,312,Approved,0,100,150,165,480,624,1,Complete,100,75,78,800,840,1,OnTime,100,90,105,480,576,95,1,100,120,132,640,704,96,1,100,80,82,320,352,98,Flat,100,45,46,160,168,Successful,15-12-2027,
WRSS-II-B-Parli-Solapur-400kV-DC,1,Planning/Engineering,-2,1.6,Line,400kV,"Maharashtra, Pune and Solapur",185,TBCB,28,245,15-03-2008,100,90,88,24.5,26.1,Approved,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRSS-II-B-Parli-Solapur-400kV-DC,2,Approvals & ROW,20,17.35,Line,400kV,"Maharashtra, Pune and Solapur",185,TBCB,28,245,15-03-2008,100,90,88,24.5,26.1,Approved,1,100,150,172,36.75,52.8,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRSS-II-B-Parli-Solapur-400kV-DC,3,Procurement/Supply,23,29.85,Line,400kV,"Maharashtra, Pune and Solapur",185,TBCB,28,245,15-03-2008,100,90,88,24.5,26.1,Approved,1,100,150,172,36.75,52.8,1,Complete,100,75,78,61.25,73.5,1,Delayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRSS-II-B-Parli-Solapur-400kV-DC,4,Site Preparation/Civil,46,42.3,Line,400kV,"Maharashtra, Pune and Solapur",185,TBCB,28,245,15-03-2008,100,90,88,24.5,26.1,Approved,1,100,150,172,36.75,52.8,1,Complete,100,75,78,61.25,73.5,1,Delayed,100,95,118,36.75,48.2,92,1,,,,,,,,,,,,,,,,,,,,,,
WRSS-II-B-Parli-Solapur-400kV-DC,5,Erection/Construction,64,58.1,Line,400kV,"Maharashtra, Pune and Solapur",185,TBCB,28,245,15-03-2008,100,90,88,24.5,26.1,Approved,1,100,150,172,36.75,52.8,1,Complete,100,75,78,61.25,73.5,1,Delayed,100,95,118,36.75,48.2,92,1,100,120,138,49,62.8,98,1,,,,,,,,,,,,,,,
WRSS-II-B-Parli-Solapur-400kV-DC,6,Stringing/Cabling,66,62.3,Line,400kV,"Maharashtra, Pune and Solapur",185,TBCB,28,245,15-03-2008,100,90,88,24.5,26.1,Approved,1,100,150,172,36.75,52.8,1,Complete,100,75,78,61.25,73.5,1,Delayed,100,95,118,36.75,48.2,92,1,100,120,138,49,62.8,98,1,100,80,82,24.5,28.7,99,Hilly,,,,,,,,
WRSS-II-B-Parli-Solapur-400kV-DC,7,Testing & Commissioning,69,64.4,Line,400kV,"Maharashtra, Pune and Solapur",185,TBCB,28,245,15-03-2008,100,90,88,24.5,26.1,Approved,1,100,150,172,36.75,52.8,1,Complete,100,75,78,61.25,73.5,1,Delayed,100,95,118,36.75,48.2,92,1,100,120,138,49,62.8,98,1,100,80,82,24.5,28.7,99,Hilly,100,45,48,12.25,13.8,Successful,28-06-2010,
Western Region System Strengthening – II under Project – B (Maharashtra) : LILO of Lonikhand – Kalwa 400 kV D/C line at Pune,1,Planning/Engineering,-2,0.7,Line,400kV,"Maharashtra, Pune",25,EPC,24,185,01-07-2006,100,90,88,18.5,19.2,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : LILO of Lonikhand – Kalwa 400 kV D/C line at Pune,2,Approvals & ROW,13,31.7,Line,400kV,"Maharashtra, Pune",25,EPC,24,185,01-07-2006,100,90,88,18.5,19.2,Approved,0,100,150,165,27.8,38.2,0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : LILO of Lonikhand – Kalwa 400 kV D/C line at Pune,3,Procurement/Supply,15,33.5,Line,400kV,"Maharashtra, Pune",25,EPC,24,185,01-07-2006,100,90,88,18.5,19.2,Approved,0,100,150,165,27.8,38.2,0,Complete,100,60,62,46.3,48.1,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : LILO of Lonikhand – Kalwa 400 kV D/C line at Pune,4,Site Preparation/Civil,20,35.6,Line,400kV,"Maharashtra, Pune",25,EPC,24,185,01-07-2006,100,90,88,18.5,19.2,Approved,0,100,150,165,27.8,38.2,0,Complete,100,60,62,46.3,48.1,1,OnTime,100,90,95,27.8,29.4,98,1,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : LILO of Lonikhand – Kalwa 400 kV D/C line at Pune,5,Erection/Construction,28,38.3,Line,400kV,"Maharashtra, Pune",25,EPC,24,185,01-07-2006,100,90,88,18.5,19.2,Approved,0,100,150,165,27.8,38.2,0,Complete,100,60,62,46.3,48.1,1,OnTime,100,90,95,27.8,29.4,98,1,100,120,128,37,39.7,97,1,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : LILO of Lonikhand – Kalwa 400 kV D/C line at Pune,6,Stringing/Cabling,29,38.8,Line,400kV,"Maharashtra, Pune",25,EPC,24,185,01-07-2006,100,90,88,18.5,19.2,Approved,0,100,150,165,27.8,38.2,0,Complete,100,60,62,46.3,48.1,1,OnTime,100,90,95,27.8,29.4,98,1,100,120,128,37,39.7,97,1,100,75,76,18.5,19,99,Flat,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : LILO of Lonikhand – Kalwa 400 kV D/C line at Pune,7,Testing & Commissioning,30,39.1,Line,400kV,"Maharashtra, Pune",25,EPC,24,185,01-07-2006,100,90,88,18.5,19.2,Approved,0,100,150,165,27.8,38.2,0,Complete,100,60,62,46.3,48.1,1,OnTime,100,90,95,27.8,29.4,98,1,100,120,128,37,39.7,97,1,100,75,76,18.5,19,99,Flat,100,45,46,9.3,9.6,Successful,15-06-2010,
Western Region System Strengthening – II under Project – B (Maharashtra) : Parli (New) – Pune 400 kV D/C line,1,Planning/Engineering,2,3.9,Line,400kV,"Maharashtra, Beed-Pune",220,EPC,24,285,01-01-2023,100,90,92,28.5,32.4,Approved,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Parli (New) – Pune 400 kV D/C line,2,Approvals & ROW,47,79.9,Line,400kV,"Maharashtra, Beed-Pune",220,EPC,24,285,01-01-2023,100,90,92,28.5,32.4,Approved,1,100,150,195,42.8,68.5,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Parli (New) – Pune 400 kV D/C line,3,Procurement/Supply,49,86.8,Line,400kV,"Maharashtra, Beed-Pune",220,EPC,24,285,01-01-2023,100,90,92,28.5,32.4,Approved,1,100,150,195,42.8,68.5,1,Complete,100,70,72,71.3,78.4,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Parli (New) – Pune 400 kV D/C line,4,Site Preparation/Civil,74,121.3,Line,400kV,"Maharashtra, Beed-Pune",220,EPC,24,285,01-01-2023,100,90,92,28.5,32.4,Approved,1,100,150,195,42.8,68.5,1,Complete,100,70,72,71.3,78.4,1,OnTime,100,100,125,42.8,57.6,98,1,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Parli (New) – Pune 400 kV D/C line,5,Erection/Construction,89,149,Line,400kV,"Maharashtra, Beed-Pune",220,EPC,24,285,01-01-2023,100,90,92,28.5,32.4,Approved,1,100,150,195,42.8,68.5,1,Complete,100,70,72,71.3,78.4,1,OnTime,100,100,125,42.8,57.6,98,1,100,120,135,57,64.7,97,1,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Parli (New) – Pune 400 kV D/C line,6,Stringing/Cabling,91,151.5,Line,400kV,"Maharashtra, Beed-Pune",220,EPC,24,285,01-01-2023,100,90,92,28.5,32.4,Approved,1,100,150,195,42.8,68.5,1,Complete,100,70,72,71.3,78.4,1,OnTime,100,100,125,42.8,57.6,98,1,100,120,135,57,64.7,97,1,100,80,82,28.5,31,99,Flat,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Parli (New) – Pune 400 kV D/C line,7,Testing & Commissioning,92,152.4,Line,400kV,"Maharashtra, Beed-Pune",220,EPC,24,285,01-01-2023,100,90,92,28.5,32.4,Approved,1,100,150,195,42.8,68.5,1,Complete,100,70,72,71.3,78.4,1,OnTime,100,100,125,42.8,57.6,98,1,100,120,135,57,64.7,97,1,100,80,82,28.5,31,99,Flat,100,45,46,14.3,15.2,Successful,15-12-2024,
Western Region System Strengthening – II under Project – B (Maharashtra) : Pune – Aurangabad 400 kV D/C line,1,Planning/Engineering,-2,2,Line,400kV,"Maharashtra, Pune",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Pune – Aurangabad 400 kV D/C line,2,Approvals & ROW,28,70,Line,400kV,"Maharashtra, Pune",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,180,48,70,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Pune – Aurangabad 400 kV D/C line,3,Procurement/Supply,30,82,Line,400kV,"Maharashtra, Pune",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,180,48,70,1,Complete,100,70,72,80,88,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Pune – Aurangabad 400 kV D/C line,4,Site Preparation/Civil,45,110,Line,400kV,"Maharashtra, Pune",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,180,48,70,1,Complete,100,70,72,80,88,1,OnTime,100,100,115,48,60,95,1,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Pune – Aurangabad 400 kV D/C line,5,Erection/Construction,55,138,Line,400kV,"Maharashtra, Pune",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,180,48,70,1,Complete,100,70,72,80,88,1,OnTime,100,100,115,48,60,95,1,100,120,130,64,72,96,1,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Pune – Aurangabad 400 kV D/C line,6,Stringing/Cabling,57,140,Line,400kV,"Maharashtra, Pune",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,180,48,70,1,Complete,100,70,72,80,88,1,OnTime,100,100,115,48,60,95,1,100,120,130,64,72,96,1,100,80,82,32,34,98,Flat,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Pune – Aurangabad 400 kV D/C line,7,Testing & Commissioning,58,141,Line,400kV,"Maharashtra, Pune",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,180,48,70,1,Complete,100,70,72,80,88,1,OnTime,100,100,115,48,60,95,1,100,120,130,64,72,96,1,100,80,82,32,34,98,Flat,100,45,46,16,17,Successful,15-12-2024,
Western Region System Strengthening – II under Project – B (Maharashtra) : Solapur – Kolhapur 400 kV D/C line,1,Planning/Engineering,-2,3,Line,400kV,"Maharashtra, Solapur",220,EPC,24,350,01-01-2023,100,90,88,35,38,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Solapur – Kolhapur 400 kV D/C line,2,Approvals & ROW,43,88,Line,400kV,"Maharashtra, Solapur",220,EPC,24,350,01-01-2023,100,90,88,35,38,Approved,0,100,150,195,52.5,85,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Solapur – Kolhapur 400 kV D/C line,3,Procurement/Supply,45,99,Line,400kV,"Maharashtra, Solapur",220,EPC,24,350,01-01-2023,100,90,88,35,38,Approved,0,100,150,195,52.5,85,1,Complete,100,70,72,87.5,98,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Solapur – Kolhapur 400 kV D/C line,4,Site Preparation/Civil,67,115,Line,400kV,"Maharashtra, Solapur",220,EPC,24,350,01-01-2023,100,90,88,35,38,Approved,0,100,150,195,52.5,85,1,Complete,100,70,72,87.5,98,1,OnTime,100,90,112,52.5,68,96,1,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Solapur – Kolhapur 400 kV D/C line,5,Erection/Construction,82,123,Line,400kV,"Maharashtra, Solapur",220,EPC,24,350,01-01-2023,100,90,88,35,38,Approved,0,100,150,195,52.5,85,1,Complete,100,70,72,87.5,98,1,OnTime,100,90,112,52.5,68,96,1,100,120,135,70,78,97,1,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Solapur – Kolhapur 400 kV D/C line,6,Stringing/Cabling,84,125,Line,400kV,"Maharashtra, Solapur",220,EPC,24,350,01-01-2023,100,90,88,35,38,Approved,0,100,150,195,52.5,85,1,Complete,100,70,72,87.5,98,1,OnTime,100,90,112,52.5,68,96,1,100,120,135,70,78,97,1,100,80,82,35,37,98,Flat,,,,,,,,
Western Region System Strengthening – II under Project – B (Maharashtra) : Solapur – Kolhapur 400 kV D/C line,7,Testing & Commissioning,85,127,Line,400kV,"Maharashtra, Solapur",220,EPC,24,350,01-01-2023,100,90,88,35,38,Approved,0,100,150,195,52.5,85,1,Complete,100,70,72,87.5,98,1,OnTime,100,90,112,52.5,68,96,1,100,120,135,70,78,97,1,100,80,82,35,37,98,Flat,100,45,46,17.5,19,Successful,15-12-2024,
Western Region System Strengthening – II under Project – C (Gujarat) : Limdi (Chorania) – Vadavi 400 kV D/C line,1,Planning/Engineering,2,2.1,Line,400kV,"Gujarat, Surendranagar",180,EPC,24,280,01-01-2024,100,90,92,28,30.1,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – C (Gujarat) : Limdi (Chorania) – Vadavi 400 kV D/C line,2,Approvals & ROW,37,35.3,Line,400kV,"Gujarat, Surendranagar",180,EPC,24,280,01-01-2024,100,90,92,28,30.1,Approved,0,100,150,185,42,65.2,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – C (Gujarat) : Limdi (Chorania) – Vadavi 400 kV D/C line,3,Procurement/Supply,39,43.8,Line,400kV,"Gujarat, Surendranagar",180,EPC,24,280,01-01-2024,100,90,92,28,30.1,Approved,0,100,150,185,42,65.2,1,Complete,100,70,72,70,78.5,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region System Strengthening – II under Project – C (Gujarat) : Limdi (Chorania) – Vadavi 400 kV D/C line,4,Site Preparation/Civil,64,58.1,Line,400kV,"Gujarat, Surendranagar",180,EPC,24,280,01-01-2024,100,90,92,28,30.1,Approved,0,100,150,185,42,65.2,1,Complete,100,70,72,70,78.5,1,OnTime,100,100,125,42,55.3,98,1,,,,,,,,,,,,,,,,,,,,,,
